deviceId,journeyId,date,time,lat,lon,postal_code,speed,heading,odometer,event_type,event,epoch_time
f12264dd-9c72-42c1-9c12-01a5bc8724f4-25-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:11:22,29.44439,-98.732841,78253,21.12,233.6,791,ACCELERATION_CHANGE,HARD_BRAKE,1635725482
9936a734-0138-437b-9520-35fbec9c420f-18-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:12:14,29.445891,-98.733933,78253,6.08,106.9,791,ACCELERATION_CHANGE,HARD_BRAKE,1635725534
eaae3072-3923-4999-a1eb-2064daff1616-17-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:15:13,29.445904,-98.732734,78253,5.76,34.7,791,ACCELERATION_CHANGE,HARD_BRAKE,1635725713
9850986e-be7e-4656-ba27-96f2257d1569-40-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:17:36,29.447446,-98.718426,78253,32,70.8,793,ACCELERATION_CHANGE,HARD_BRAKE,1635725856
9850986e-be7e-4656-ba27-96f2257d1569-41-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:17:37,29.447467,-98.718353,78253,22.72,72.3,793,ACCELERATION_CHANGE,HARD_BRAKE,1635725857
9850986e-be7e-4656-ba27-96f2257d1569-42-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:17:38,29.44748,-98.718308,78253,9.28,77.4,793,ACCELERATION_CHANGE,HARD_BRAKE,1635725858
debca298-0efb-4d2e-85cb-432add88b171-1-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:25:57,29.393511,-98.659311,78236,71.68,66.2,805,ACCELERATION_CHANGE,HARD_BRAKE,1635726357
901c8b8f-63d3-4366-8816-e31fbfe27179-27-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:29:23,29.386179,-98.684603,78245,48.96,254.5,809,ACCELERATION_CHANGE,HARD_BRAKE,1635726563
901c8b8f-63d3-4366-8816-e31fbfe27179-28-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:29:24,29.386149,-98.684721,78245,36.8,254,809,ACCELERATION_CHANGE,HARD_BRAKE,1635726564
5adc708c-4ff6-42e3-b245-790661f325d6-21-1,e66352171ebce0cfdc6c43c19cd465b96e0e8a58,11/1/2021,0:30:17,29.386046,-98.6879,78245,14.72,258.9,809,ACCELERATION_CHANGE,HARD_BRAKE,1635726617
87a9aec2-0cc1-41d9-96b4-08ab6e859bb6-6-1,e0f00a240c794c6c32a43094ff9a36e82357ee6a,11/1/2021,0:10:03,29.384128,-98.461477,78210,10.88,90.2,47665,ACCELERATION_CHANGE,HARD_BRAKE,1635725403
ebdadb82-ca5b-432c-93fc-ab4fdc0f84b3-6-1,e0f00a240c794c6c32a43094ff9a36e82357ee6a,11/1/2021,0:11:03,29.384145,-98.460979,78210,9.92,269.2,47665,ACCELERATION_CHANGE,HARD_BRAKE,1635725463
90ae07d6-ef43-4d7e-b158-32fa2c0a6661-4-1,e0f00a240c794c6c32a43094ff9a36e82357ee6a,11/1/2021,0:12:01,29.384162,-98.463558,78210,39.68,267.7,47665,ACCELERATION_CHANGE,HARD_BRAKE,1635725521
90ae07d6-ef43-4d7e-b158-32fa2c0a6661-6-1,e0f00a240c794c6c32a43094ff9a36e82357ee6a,11/1/2021,0:12:03,29.384164,-98.463742,78210,24,271.9,47665,ACCELERATION_CHANGE,HARD_BRAKE,1635725523
8a857859-6805-4282-9492-4e3f358cb988-19-1,d522733a1e74d2ebfe3b69f9e3c95b73b53f8fac,11/1/2021,0:01:33,29.510689,-98.538744,78230,20.8,248.6,31961,ACCELERATION_CHANGE,HARD_BRAKE,1635724893
f444d75c-c06f-4f27-b55e-b962823a4e08-17-1,d38d1a62969cea76507f56ab8c05aa9b0869a365,11/1/2021,0:10:37,29.676322,-98.635369,78257,28.48,332.4,24493,ACCELERATION_CHANGE,HARD_BRAKE,1635725437
f86ac3f2-f0a9-4182-be3e-616e41292d42-9-1,bbb1d391f9744f1f5a0e988720183a626d10dfe1,11/1/2021,0:15:34,29.562898,-98.592852,78249,7.04,1.5,24490,ACCELERATION_CHANGE,HARD_BRAKE,1635725734
38520c2e-5484-487d-826f-81aac7c16347-35-1,bbb1d391f9744f1f5a0e988720183a626d10dfe1,11/1/2021,0:17:00,29.568537,-98.594633,78249,14.72,328.7,24491,ACCELERATION_CHANGE,HARD_BRAKE,1635725820
900740da-206c-4291-8ce5-a3b5579cd2a5-6-1,bbb1d391f9744f1f5a0e988720183a626d10dfe1,11/1/2021,0:21:31,29.568648,-98.612401,78249,5.76,89.2,24494,ACCELERATION_CHANGE,HARD_BRAKE,1635726091
6baaf0f9-8da7-48f5-8f9a-f79bc2ca9423-44-1,b7e77063ea8495a474e82c7f85c42025a785b2b5,11/1/2021,0:57:53,29.383488,-98.70066,78245,31.04,354.3,11411,ACCELERATION_CHANGE,HARD_BRAKE,1635728273
6baaf0f9-8da7-48f5-8f9a-f79bc2ca9423-45-1,b7e77063ea8495a474e82c7f85c42025a785b2b5,11/1/2021,0:57:54,29.383575,-98.700671,78245,19.84,353.8,11411,ACCELERATION_CHANGE,HARD_BRAKE,1635728274
6baaf0f9-8da7-48f5-8f9a-f79bc2ca9423-46-1,b7e77063ea8495a474e82c7f85c42025a785b2b5,11/1/2021,0:57:55,29.38363,-98.700677,78245,10.56,355.3,11411,ACCELERATION_CHANGE,HARD_BRAKE,1635728275
3c0cbe8d-5a37-45ba-8b8f-f379bfbb0023-33-1,b3b2a7734c31a6261309b4ffaf2791a7b463f3f9,11/1/2021,0:36:59,29.579212,-98.588141,78249,46.08,62.3,19465,ACCELERATION_CHANGE,HARD_BRAKE,1635727019
3c0cbe8d-5a37-45ba-8b8f-f379bfbb0023-34-1,b3b2a7734c31a6261309b4ffaf2791a7b463f3f9,11/1/2021,0:37:00,29.579264,-98.588026,78249,36.8,62.9,19465,ACCELERATION_CHANGE,HARD_BRAKE,1635727020
e75a5d1e-a1b2-4423-8f19-ec232643dd87-23-1,b3b2a7734c31a6261309b4ffaf2791a7b463f3f9,11/1/2021,0:42:49,29.603303,-98.538392,78258,38.08,266.2,19473,ACCELERATION_CHANGE,HARD_BRAKE,1635727369
e75a5d1e-a1b2-4423-8f19-ec232643dd87-24-1,b3b2a7734c31a6261309b4ffaf2791a7b463f3f9,11/1/2021,0:42:50,29.603301,-98.538508,78258,28.48,267.5,19473,ACCELERATION_CHANGE,HARD_BRAKE,1635727370
acebbd47-e17a-4bad-a491-d4baf04d047e-42-2,aef6beca3488862f4c01dfc9dbdafb962510ed7d,11/1/2021,0:01:13,29.595868,-98.572269,78257,107.52,243,13146,ACCELERATION_CHANGE,HARD_BRAKE,1635724873
6a67c0d3-7f9c-44a2-80f0-f7f7918c153f-0-2,aef6beca3488862f4c01dfc9dbdafb962510ed7d,11/1/2021,0:01:31,29.594319,-98.576269,78257,72.64,246.2,13147,ACCELERATION_CHANGE,HARD_BRAKE,1635724891
a114087c-fd7b-4ac7-a465-7b12622a2dd0-25-1,aef6beca3488862f4c01dfc9dbdafb962510ed7d,11/1/2021,0:02:56,29.592367,-98.588512,78257,70.08,265.1,13148,ACCELERATION_CHANGE,HARD_BRAKE,1635724976
a114087c-fd7b-4ac7-a465-7b12622a2dd0-26-1,aef6beca3488862f4c01dfc9dbdafb962510ed7d,11/1/2021,0:02:57,29.592346,-98.58871,78257,58.56,262.5,13148,ACCELERATION_CHANGE,HARD_BRAKE,1635724977
a114087c-fd7b-4ac7-a465-7b12622a2dd0-27-1,aef6beca3488862f4c01dfc9dbdafb962510ed7d,11/1/2021,0:02:58,29.592326,-98.588878,78257,49.6,262.2,13148,ACCELERATION_CHANGE,HARD_BRAKE,1635724978
a114087c-fd7b-4ac7-a465-7b12622a2dd0-55-1,aef6beca3488862f4c01dfc9dbdafb962510ed7d,11/1/2021,0:03:26,29.596308,-98.590729,78257,53.12,299.1,13148,ACCELERATION_CHANGE,HARD_BRAKE,1635725006
a114087c-fd7b-4ac7-a465-7b12622a2dd0-56-1,aef6beca3488862f4c01dfc9dbdafb962510ed7d,11/1/2021,0:03:27,29.596375,-98.590863,78257,39.04,299,13148,ACCELERATION_CHANGE,HARD_BRAKE,1635725007
18bf7ae7-5cf7-41d0-9909-41b62ea221b3-45-1,aa051f7bfd368e36b96e166643fd001891850159,11/1/2021,0:13:47,29.524863,-98.476841,78216,32.96,178.2,2340,ACCELERATION_CHANGE,HARD_BRAKE,1635725627
18bf7ae7-5cf7-41d0-9909-41b62ea221b3-46-1,aa051f7bfd368e36b96e166643fd001891850159,11/1/2021,0:13:48,29.52478,-98.476844,78216,22.72,184.7,2340,ACCELERATION_CHANGE,HARD_BRAKE,1635725628
18bf7ae7-5cf7-41d0-9909-41b62ea221b3-47-1,aa051f7bfd368e36b96e166643fd001891850159,11/1/2021,0:13:49,29.524722,-98.476856,78216,11.84,195.9,2340,ACCELERATION_CHANGE,HARD_BRAKE,1635725629
7351f961-9cb8-4cdf-9828-a0ff8c7c9395-24-1,aa051f7bfd368e36b96e166643fd001891850159,11/1/2021,0:14:26,29.52458,-98.481135,78216,39.68,268,2341,ACCELERATION_CHANGE,HARD_BRAKE,1635725666
e0c2a882-b199-44e5-95bc-cf7e1830dd1b-35-1,aa051f7bfd368e36b96e166643fd001891850159,11/1/2021,0:24:37,29.600379,-98.563355,78257,54.08,243.5,2360,ACCELERATION_CHANGE,HARD_BRAKE,1635726277
e0c2a882-b199-44e5-95bc-cf7e1830dd1b-36-1,aa051f7bfd368e36b96e166643fd001891850159,11/1/2021,0:24:38,29.600316,-98.563496,78257,47.04,242.5,2360,ACCELERATION_CHANGE,HARD_BRAKE,1635726278
e0c2a882-b199-44e5-95bc-cf7e1830dd1b-37-1,aa051f7bfd368e36b96e166643fd001891850159,11/1/2021,0:24:39,29.600261,-98.563617,78257,39.36,243.3,2360,ACCELERATION_CHANGE,HARD_BRAKE,1635726279
f5da19ac-6bdb-4cb3-9f17-be58cc7ac82c-40-1,a059e666d19d5f6f1d9a89e76240374ad6a41883,11/1/2021,0:00:58,29.528957,-98.43251,78217,41.92,60.8,50709,ACCELERATION_CHANGE,HARD_BRAKE,1635724858
f5da19ac-6bdb-4cb3-9f17-be58cc7ac82c-41-1,a059e666d19d5f6f1d9a89e76240374ad6a41883,11/1/2021,0:00:59,29.529014,-98.432401,78217,32.64,57.7,50709,ACCELERATION_CHANGE,HARD_BRAKE,1635724859
af5b5138-6097-4eab-81af-eee370acabdb-11-1,a059e666d19d5f6f1d9a89e76240374ad6a41883,11/1/2021,0:03:29,29.544269,-98.413039,78217,30.08,67.2,50712,ACCELERATION_CHANGE,HARD_BRAKE,1635725009
fc60c8e1-0bd6-47f3-a950-1ff4e01c9e1b-26-1,a059e666d19d5f6f1d9a89e76240374ad6a41883,11/1/2021,0:19:44,29.396586,-98.456773,78210,18.24,180.4,50735,ACCELERATION_CHANGE,HARD_BRAKE,1635725984
31620298-69ba-41c9-9b71-e8875a4a65c9,T0AAA05301635743829749_1_0,11/1/2021,0:11:26,29.515205,-98.28936,78109,47.84,149,15636.64,ACCELERATION_CHANGE,HARD_BRAKE,1635725486
ae3c7726-ef56-499f-8d55-868254c239dd,T0AAA05301635743829749_1_0,11/1/2021,0:13:25,29.491718,-98.290482,78109,57.52,193,15639.3,ACCELERATION_CHANGE,HARD_BRAKE,1635725605
04239cea-ae5f-4873-b833-1699f0758a03,T0A2D37E21635743790545_1_0,11/1/2021,0:17:02,29.463804,-98.592812,78228,52.36,93,10206.03,ACCELERATION_CHANGE,HARD_BRAKE,1635725822
70880a51-4815-4073-9d38-c5451e5c5e3a,T0A2D37E21635743790545_1_0,11/1/2021,0:17:03,29.463793,-98.592461,78228,40.06,91,10206.05,ACCELERATION_CHANGE,HARD_BRAKE,1635725823
5be31419-2f42-44bc-91da-93a784708f31,T09AFC1DD1635743235167_1_0,11/1/2021,0:27:40,29.497458,-98.310051,78109,37.17,18,12395.92,ACCELERATION_CHANGE,HARD_BRAKE,1635726460
d25cd72c-9552-4edc-9816-afa4fa5c8791,T09AA84971635742255568_1_47,11/1/2021,0:11:36,29.563654,-98.591774,78249,57.94,166,22205.52,ACCELERATION_CHANGE,HARD_BRAKE,1635725496
5ece8ccc-da55-4f93-9a55-2fa1fd0f8787,T09AA001E1635736766294_1_16,11/1/2021,0:41:41,29.514177,-98.288345,78109,46.19,330,38256.56,ACCELERATION_CHANGE,HARD_BRAKE,1635727301
843fe6b9-773f-4a2a-a907-2542f88ed731,T09A9FA8A1635744024370_1_87,11/1/2021,0:36:00,29.610086,-98.599869,78257,17.14,49,26912.91,ACCELERATION_CHANGE,HARD_BRAKE,1635726960
24577ec0-58ac-49a7-bab0-1acbedd11c46,T09A9FA8A1635744024370_1_87,11/1/2021,0:36:51,29.608637,-98.597473,78257,17.89,137,26913.25,ACCELERATION_CHANGE,HARD_BRAKE,1635727011
271419a6-bb50-4d09-9f09-9fb1082f6aae,T09A935781635762803258_1_0,11/1/2021,0:18:24,29.676909,-98.637306,78257,70.39,149,10862.33,ACCELERATION_CHANGE,HARD_BRAKE,1635725904
580c8bdf-ac78-4b9c-beda-d6191f184cfb,T099692091635744699691_1_1,11/1/2021,0:07:07,29.55504,-98.666954,78249,8.92,146,46526.56,ACCELERATION_CHANGE,HARD_BRAKE,1635725227
58075d25-5296-4e8d-ab0f-d4c32f608d00,T08DF44D61635856942821_1_93,11/1/2021,0:04:22,29.523418,-98.781021,78254,51.38,35,54238.05,ACCELERATION_CHANGE,HARD_BRAKE,1635725062
a7391468-c9cb-4aa7-97c1-37110d33ad8d,T08DF44D61635856942821_1_93,11/1/2021,0:04:24,29.523632,-98.780861,78254,28.2,29,54238.08,ACCELERATION_CHANGE,HARD_BRAKE,1635725064
b957ff06-b4ae-47c6-8fc9-52697ec03d22,T08DE83911635959366921_1_59,11/1/2021,0:06:59,29.509689,-98.724587,78254,67.08,203,32059.78,ACCELERATION_CHANGE,HARD_BRAKE,1635725219
864ce694-cfc4-4fb2-ac31-0894ac9236e6,T08DE83911635959366921_1_59,11/1/2021,0:10:05,29.493166,-98.702622,78251,36.08,117,32063.3,ACCELERATION_CHANGE,HARD_BRAKE,1635725405
78cf1e33-f752-42a2-bcba-a229e8e1b274,T08D99F361635744356287_1_0,11/1/2021,0:04:24,29.650728,-98.66777,78255,28.47,332,35619.97,ACCELERATION_CHANGE,HARD_BRAKE,1635725064
ee69c0fa-845f-4cfd-9c15-c75f7cbaa573,T08D99F361635744356287_1_0,11/1/2021,0:20:43,29.60821,-98.493485,78232,46.81,84,35645.13,ACCELERATION_CHANGE,HARD_BRAKE,1635726043
6e0a207a-fa76-4b76-a07d-a7bf2af51663,T08AD407E1635744396917_1_5,11/1/2021,0:03:07,29.351488,-98.461166,78223,24.67,257,29948.72,ACCELERATION_CHANGE,HARD_BRAKE,1635724987
232e2204-edeb-441e-967b-6ce1d9a45328,T08AD407E1635744396917_1_5,11/1/2021,0:03:08,29.351475,-98.461235,78223,12.77,259,29948.73,ACCELERATION_CHANGE,HARD_BRAKE,1635724988
8f81f486-37ac-445b-83dc-b70d62c0d584,T08AC1CF41635746228658_1_2,11/1/2021,0:45:33,29.435619,-98.648415,78245,57.02,275,24141.92,ACCELERATION_CHANGE,HARD_BRAKE,1635727533
82189294-8177-4385-b5db-bbf9f8323eca,T08AB60F31635752301324_1_0,11/1/2021,0:23:21,29.60462,-98.32737,78266,22.3,228,31857.14,ACCELERATION_CHANGE,HARD_BRAKE,1635726201
9bc44574-5f71-45dc-b03f-4fc9245a633e,T08A679621635743794201_1_0,11/1/2021,0:10:16,29.472246,-98.533905,78201,37.3,139,18774.22,ACCELERATION_CHANGE,HARD_BRAKE,1635725416
9fe36e82-07bb-4998-b654-df3734ecfba3,T08A4D08B1635744969104_1_0,11/1/2021,0:34:39,29.471502,-98.57486,78228,42.92,113,50761.17,ACCELERATION_CHANGE,HARD_BRAKE,1635726879
dad90183-9581-468a-a0ac-8df95560a0de,T08A177781635744876365_1_1,11/1/2021,0:17:44,29.489124,-98.550392,78201,19.81,320,75902.2,ACCELERATION_CHANGE,HARD_BRAKE,1635725864
84d68152-b4de-4038-ab6c-5b85c28785d7,T08A177781635744876365_1_1,11/1/2021,0:31:13,29.614639,-98.478264,78232,33.3,20,75923.53,ACCELERATION_CHANGE,HARD_BRAKE,1635726673
b3192cf3-7d7f-4fc9-a795-5d9f33ec76eb,T08A030891635746153804_1_24,11/1/2021,0:45:16,29.449755,-98.646515,78251,40.44,246,63973,ACCELERATION_CHANGE,HARD_BRAKE,1635727516
a67c5662-55d7-4c4a-b410-8e66165b60bd,T089B6ED71635795069937_2_557,11/1/2021,0:00:26,29.39628,-98.464554,78210,56.27,89,82880.7,ACCELERATION_CHANGE,HARD_BRAKE,1635724826
140a9e45-d1ff-44dd-8dc3-65f52789bec3,T08999D241635745419859_1_5,11/1/2021,0:38:43,29.436615,-98.654282,78245,67.56,113,95591.73,ACCELERATION_CHANGE,HARD_BRAKE,1635727123
ececdebb-ef14-4e96-9923-9b74643aab93,T088BDD9A1635744039323_1_4,11/1/2021,0:17:42,29.522966,-98.555336,78230,41.2,345,136555.02,ACCELERATION_CHANGE,HARD_BRAKE,1635725862
c5c95468-65ba-416a-85ad-2c4028e90760,T088ADCE41635744372651_1_16,11/1/2021,0:23:10,29.401184,-98.468033,78210,18.77,89,44816.88,ACCELERATION_CHANGE,HARD_BRAKE,1635726190
89f70d93-df78-47de-957e-fd61fbf194fb,T081959881635747250431_1_2,11/1/2021,0:40:49,29.398592,-98.549103,78237,21,6,147460.86,ACCELERATION_CHANGE,HARD_BRAKE,1635727249
3f354472-ef1f-4d03-a271-adb85519865f,T080F89071635958747476_1_242,11/1/2021,0:00:32,29.456593,-98.585136,78228,43.67,179,135713.8,ACCELERATION_CHANGE,HARD_BRAKE,1635724832
79c90679-188e-4c12-b7dd-c72e1433ca18,T080C316B1635746957917_1_2,11/1/2021,0:02:51,29.519924,-98.478836,78216,35.72,95,128307.98,ACCELERATION_CHANGE,HARD_BRAKE,1635724971
431b3353-b188-4425-9a93-bc86ba1b98de,T080C316B1635746957917_1_2,11/1/2021,0:42:11,29.418171,-98.65007,78227,22.31,185,128338.52,ACCELERATION_CHANGE,HARD_BRAKE,1635727331
34e63ff5-597d-4fd5-bef5-5261e391ec7b,T08098FAB1635746933985_1_2,11/1/2021,0:13:00,29.493477,-98.704323,78251,58.66,24,104075.53,ACCELERATION_CHANGE,HARD_BRAKE,1635725580
ce413818-182a-4546-885a-2b414a3a7da1,T0807B3F41635744028769_1_41,11/1/2021,0:26:21,29.473681,-98.559425,78228,12.19,189,79658.39,ACCELERATION_CHANGE,HARD_BRAKE,1635726381
f0c1feef-2dfe-4306-b4dd-c55eadb4bc58,T0807B3F41635744028769_1_2,11/1/2021,0:18:08,29.476223,-98.561653,78228,49.27,313,79655.66,ACCELERATION_CHANGE,HARD_BRAKE,1635725888
6a1e779b-1dc5-47cc-a5a7-cb6cc825e376,T0805A6DE1635746926031_1_4,11/1/2021,0:58:39,29.480507,-98.360611,78244,44.48,241,27873.13,ACCELERATION_CHANGE,HARD_BRAKE,1635728319
bc4a2dcb-3f72-42ac-9870-1655dea52c24,T080486ED1635746233829_1_0,11/1/2021,0:47:24,29.360794,-98.640305,78227,28.89,84,78124.75,ACCELERATION_CHANGE,HARD_BRAKE,1635727644
20ad82e6-b2e3-4e83-82b1-e7f035b268f8,T08043CEF1635745300650_1_2,11/1/2021,0:38:48,29.574751,-98.593918,78249,21.19,346,50656.2,ACCELERATION_CHANGE,HARD_BRAKE,1635727128
0db175cb-db44-42dd-bd2f-681310879a7d,T080425D21635744066781_1_2,11/1/2021,0:11:25,29.423912,-98.654488,78227,20.67,18,87793.28,ACCELERATION_CHANGE,HARD_BRAKE,1635725485
ce08d710-2110-47f8-8a65-c69d2152b79b,T080425D21635744066781_1_2,11/1/2021,0:11:56,29.424076,-98.650314,78227,35.86,90,87793.7,ACCELERATION_CHANGE,HARD_BRAKE,1635725516
e544b468-d8ee-45e3-950a-bca7c0d5e51c,T0803953F1635868276620_2_764,11/1/2021,0:57:40,29.698614,-98.451103,78261,40.75,12,97730.81,ACCELERATION_CHANGE,HARD_BRAKE,1635728260
5092423e-46ac-4e79-a270-6cd3dce0d171,T080371071635744445535_1_0,11/1/2021,0:13:07,29.481424,-98.66919,78251,30.97,298,53364.33,ACCELERATION_CHANGE,HARD_BRAKE,1635725587
2d48032a-3a38-49ad-bb36-0057da8e9ab6,T078925801635745000626_1_2,11/1/2021,0:33:21,29.672493,-98.454781,78260,14.2,178,67584.41,ACCELERATION_CHANGE,HARD_BRAKE,1635726801
eb3f5f06-5acc-4a0a-93c6-a81ef8bec291,T07869F081635802791817_3_1310,11/1/2021,0:37:40,29.367992,-98.522842,78211,26.36,358,94067.38,ACCELERATION_CHANGE,HARD_BRAKE,1635727060
2e8a2cd6-fef1-44ce-863e-c81961edd20b,T07869F081635802791817_3_1310,11/1/2021,0:38:05,29.368193,-98.519119,78211,35.77,92,94067.75,ACCELERATION_CHANGE,HARD_BRAKE,1635727085
35e6877d-b678-46a8-87fa-0e492c13e7d8,T07869F081635802791817_3_1310,11/1/2021,0:40:48,29.33857,-98.563606,78211,133.25,245,94073.47,ACCELERATION_CHANGE,HARD_BRAKE,1635727248
043b2a8f-9702-4ee4-8721-d2b615d52de3,T0779AF671635745508905_1_2,11/1/2021,0:21:46,29.597498,-98.599579,78257,94.14,170,76171.08,ACCELERATION_CHANGE,HARD_BRAKE,1635726106
2e93a972-9742-4c28-b793-31ee88985c46,T0779AF671635745508905_1_2,11/1/2021,0:23:39,29.588522,-98.622971,78256,73.22,262,76173.97,ACCELERATION_CHANGE,HARD_BRAKE,1635726219
4f76343c-cf95-4708-af34-f89b7f5b9b54,T0779AF671635745508905_1_2,11/1/2021,0:37:18,29.544699,-98.614265,78249,19,270,76184.25,ACCELERATION_CHANGE,HARD_BRAKE,1635727038
605d7a11-9849-4e09-89cf-c70c0722a32f,T0779AF671635745508905_1_2,11/1/2021,0:39:44,29.559416,-98.630508,78249,35.89,345,76187.22,ACCELERATION_CHANGE,HARD_BRAKE,1635727184
3cb13b9f-b6f1-4bf4-8232-84721cb24164,T077412001635746241364_1_0,11/1/2021,0:36:02,29.543798,-98.414154,78217,36.89,232,80800.78,ACCELERATION_CHANGE,HARD_BRAKE,1635726962
6c6596b9-474e-4fe7-b2af-7b27942802ec,T0769EFBE1635744288297_1_0,11/1/2021,0:21:12,29.552536,-98.429108,78247,15.63,36,98082.81,ACCELERATION_CHANGE,HARD_BRAKE,1635726072
8a22285b-8b1d-4500-9d6d-2ac1a17da32d,T0769EFBE1635744288297_1_0,11/1/2021,0:22:24,29.557743,-98.435516,78247,21.13,305,98083.69,ACCELERATION_CHANGE,HARD_BRAKE,1635726144
7314c857-9437-45df-be0f-c25547e87f87,T0769EFBE1635744288297_1_0,11/1/2021,0:23:38,29.563456,-98.436737,78247,10.28,75,98084.5,ACCELERATION_CHANGE,HARD_BRAKE,1635726218
79d6b908-a023-4e42-a14f-4427a2ee26d3,T076707A71635745151829_1_3,11/1/2021,0:25:37,29.550757,-98.407257,78217,15.52,218,119299.47,ACCELERATION_CHANGE,HARD_BRAKE,1635726337
dc917ef3-4978-4486-9c5a-9fa7e00b42dd,T06C61DA31635765454474_1_0,11/1/2021,0:51:26,29.590179,-98.607819,78256,32.91,262,185907.05,ACCELERATION_CHANGE,HARD_BRAKE,1635727886
607e0593-0b3f-4537-9c90-e94d5708d583,T06C1003F1635743319955_1_0,11/1/2021,0:07:51,29.537382,-98.567963,78230,36.45,318,144772.11,ACCELERATION_CHANGE,HARD_BRAKE,1635725271
edf528bf-9d64-4d7f-a4b5-dfc48e311100,T06AC3DD81635744594977_1_129,11/1/2021,0:43:46,29.35301,-98.429123,78223,51.97,151,121588.84,ACCELERATION_CHANGE,HARD_BRAKE,1635727426
833d9ba3-19da-4c3c-acb4-5b588b28c2b7-49-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:17:57,29.580643,-98.694801,78023,49.92,251,13883,ACCELERATION_CHANGE,HARD_BRAKE,1635725877
833d9ba3-19da-4c3c-acb4-5b588b28c2b7-50-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:17:58,29.580613,-98.694933,78023,42.24,257.4,13883,ACCELERATION_CHANGE,HARD_BRAKE,1635725878
b26e91a4-b9a1-49d4-8dc7-6b33def1b713-28-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:26:36,29.50333,-98.727808,78254,39.04,203.1,13893,ACCELERATION_CHANGE,HARD_BRAKE,1635726396
b26e91a4-b9a1-49d4-8dc7-6b33def1b713-29-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:26:37,29.503245,-98.727851,78254,25.28,203.5,13893,ACCELERATION_CHANGE,HARD_BRAKE,1635726397
b26e91a4-b9a1-49d4-8dc7-6b33def1b713-30-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:26:38,29.503197,-98.727875,78254,12.8,203.9,13893,ACCELERATION_CHANGE,HARD_BRAKE,1635726398
806838d8-0387-4269-85dd-ac0efd7b9dbe-36-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:28:44,29.494277,-98.705677,78253,19.2,121.3,13895,ACCELERATION_CHANGE,HARD_BRAKE,1635726524
90350b33-6c9a-444d-9327-e4dedab734a4-4-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:29:12,29.493215,-98.702761,78251,45.76,120.4,13896,ACCELERATION_CHANGE,HARD_BRAKE,1635726552
90350b33-6c9a-444d-9327-e4dedab734a4-5-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:29:13,29.493171,-98.702648,78251,32.64,115.2,13896,ACCELERATION_CHANGE,HARD_BRAKE,1635726553
7888c05c-b968-4c40-8ad4-54022717f5c4-23-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:36:31,29.555459,-98.669162,78249,31.04,316.2,13905,ACCELERATION_CHANGE,HARD_BRAKE,1635726991
7888c05c-b968-4c40-8ad4-54022717f5c4-32-1,9c869d28685571154969fc56328d857b88e2dc09,11/1/2021,0:36:40,29.555951,-98.668822,78249,19.52,49.3,13905,ACCELERATION_CHANGE,HARD_BRAKE,1635727000
304af5e1-9ad2-48cf-bdd8-1fde42237c40-14-1,9aca801bf5a15bd728a34eb4aa454c9a24d9cbf8,11/1/2021,0:01:24,29.519844,-98.463567,78217,6.72,191.7,16814,ACCELERATION_CHANGE,HARD_BRAKE,1635724884
fb31ee27-6654-446a-9277-f7c952d73daa-15-2,7e2ce5307a3c58dbfbd8e7eab1bf5c6c71e03b25,11/1/2021,0:20:52,29.308671,-98.524701,78224,42.24,0,12072,ACCELERATION_CHANGE,HARD_BRAKE,1635726052
fb31ee27-6654-446a-9277-f7c952d73daa-16-1,7e2ce5307a3c58dbfbd8e7eab1bf5c6c71e03b25,11/1/2021,0:20:53,29.308773,-98.524701,78224,26.88,358.9,12072,ACCELERATION_CHANGE,HARD_BRAKE,1635726053
fb31ee27-6654-446a-9277-f7c952d73daa-17-1,7e2ce5307a3c58dbfbd8e7eab1bf5c6c71e03b25,11/1/2021,0:20:54,29.308833,-98.524704,78224,9.28,356.9,12072,ACCELERATION_CHANGE,HARD_BRAKE,1635726054
b14650f5-0e74-433e-b872-4fb5257f0ba2-41-1,7e2ce5307a3c58dbfbd8e7eab1bf5c6c71e03b25,11/1/2021,0:57:17,29.35268,-98.53427,78224,16.32,179.6,12082,ACCELERATION_CHANGE,HARD_BRAKE,1635728237
